Nota;;;;;;;;;;;;;;;;;Item;;;;;;;;;;;;;;;;;;;;;ICMS;;;;;;;;;;;;;;;;;;;;;;;
Chave Acesso;Serie;Numero;Data Emissao;Hora Emissao;Situacao;UF Emitente;Documento Emitente;IE Emitente;UF Destinatario;Documento Destinatario;IE Destinatario;Fone Destinatario;Email Destinatario;Tipo Operacao;Natureza Operacao;Numero Item;Codigo Produto;Codigo EAN;Descricao Produto;Codigo NCM;EXTIPI;CFOP;Unidade Comercial;Quantidade Comercial;Valor Unitario Comercializacao;Valor Produto;Codigo EAN Unidade Tributavel;Unidade Tributavel;Quantidade Tributavel;Valor Unitario de Tributacao;Valor Frete;Valor Seguro;Valor Desconto;Outras Despesas Acessorias;Compoe Valor Total;Informacoes Adicionais do Produto;Grupo de Tributacao;Origem Mercadoria;Tributacao ICMS;Codigo Situacao Operacao;Modalidade BC;% Reducao BC;Valor BC;Aliquota Imposto;Valor ICMS;Motivo Desoneracao;Modalidade BC ICMS ST;% Margem Valor Adic. ICMS ST;% Reducao ICMS ST;Valor BC ICMS ST;Aliquota Imposto ICMS ST;Valor ICMS ST;Valor BC ICMS ST Retido;Valor ICMS ST Retido;Valor BC ICMS ST Ret. Destino;Valor ICMS ST Ret. Destino;Aliquota Credito;Valor Credito;% BC;UF ICMS ST
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="13";="1281";="";="CHA VERDE MARATA 24X10 UN";="09021000";="";="5102";="CX";5,0000;35,8400;179,20;="";="UN";120,0000;1,4933;;;1,36;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;177,84;17,00%;30,23;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="14";="10041";="";="CHA DE MACA/CRAVO/CANELA MARATA 24X10 UN";="09021000";="";="5102";="CX";5,0000;35,8400;179,20;="";="UN";120,0000;1,4933;;;1,36;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;177,84;17,00%;30,23;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="15";="1033";="";="CHA DE CIDREIRA MARATA 24X10 UN";="09021000";="";="5102";="CX";5,0000;28,7600;143,80;="";="UN";120,0000;1,1983;;;1,09;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;142,71;17,00%;24,26;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="16";="761";="";="MOLHO DE ALHO GOTA 24X150 ML";="21039021";="";="5102";="CX";5,0000;30,0000;150,00;="";="UN";120,0000;1,2500;;;1,14;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;148,86;17,00%;25,31;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="17";="314";="";="MOLHO INGLES GOTA 24X150ML";="21039021";="";="5102";="CX";5,0000;30,0000;150,00;="";="UN";120,0000;1,2500;;;1,14;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;148,86;17,00%;25,31;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="18";="741";="";="MOLHO DE SHOYO GOTA 24X150 ML";="21031010";="";="5102";="CX";3,0000;30,0000;90,00;="";="UN";72,0000;1,2500;;;0,68;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;89,32;17,00%;15,18;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="19";="1974";="";="MOLHO DE SALSA GOTA 24X150 ML";="21039021";="";="5102";="CX";3,0000;30,0000;90,00;="";="UN";72,0000;1,2500;;;0,68;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;89,32;17,00%;15,18;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="20";="973";="";="MOLHO DE SABOR LIMAO GOTA 24X150";="21039021";="";="5102";="CX";3,0000;30,0000;90,00;="";="UN";72,0000;1,2500;;;0,68;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;89,32;17,00%;15,18;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="21";="284";="";="MOLHO DE PIMENTA GOTA 24X150ML";="21039029";="";="5102";="CX";10,0000;30,0000;300,00;="";="UN";240,0000;1,2500;;;2,28;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;297,72;17,00%;50,61;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="22";="10020";="";="CAFE SOLUVEL MARATA SACHET 24X50 GR";="21011110";="";="5102";="CX";5,0000;36,7000;183,50;="";="CX";5,0000;36,7000;;;1,39;;="1 - SIM";="CX C/ 1 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;182,11;17,00%;30,96;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="23";="10025";="";="CAFE SOLUVEL MARATA DESCAFEINADO 24X50GR";="21011110";="";="5102";="CX";3,0000;66,0000;198,00;="";="CX";3,0000;66,0000;;;1,50;;="1 - SIM";="CX C/ 1 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;196,50;17,00%;33,41;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="24";="1297";="";="MOLHO PRONTO MARATA DOGAO 24X340 G";="21032010";="";="5102";="CX";5,0000;23,8000;119,00;="";="UN";120,0000;0,9917;;;0,90;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;118,10;17,00%;20,08;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="25";="1105";="";="MOLHO PRONTO MARATA MADEIRA 24X340G";="21039091";="";="5102";="CX";5,0000;23,8000;119,00;="";="UN";120,0000;0,9917;;;0,90;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;118,10;17,00%;20,08;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="26";="1333";="";="MOLHO PRONTO MARATA NAPOLITANO 24X340 GR";="21032010";="";="5102";="CX";5,0000;23,8000;119,00;="";="UN";120,0000;0,9917;;;0,90;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;118,10;17,00%;20,08;;="";;;;;;;;;;;;;
="26140935318963000465550010001821261812383033";="1";="182126";09/09/2014;;="100 - USO AUTORIZADO";="PE";="35318963000465";="038890682";="PE";="40891707000150";="018162924";="8199368025";="";="1";="VENDA DE MERCADORIA";="27";="1101";="";="MOLHO PRONTO MARATA TOMATE TRADI 24X340G";="21032010";="";="5102";="CX";5,0000;23,8000;119,00;="";="UN";120,0000;0,9917;;;0,91;;="1 - SIM";="CX C/ 24 UN";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;118,09;17,00%;20,08;;="";;;;;;;;;;;;;
="33140906829427000183550010000641691008621457";="1";="64169";09/09/2014;;="100 - USO AUTORIZADO";="RJ";="06829427000183";="77768246";="PE";="40891707000150";="018162924";="08137211258";="";="1";="Venda de producao do estabelecimento";="1";="130131-0";="";="JERKED BEEF P.A. - 01 X 30";="02102000";="";="6101";="KG";900,0000;12,0000;10.800,00;="";="KG";900,0000;12,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10.800,00;7,00%;756,00;;="";;;;;;;;;;;;;
="33140906829427000183550010000641701008621490";="1";="64170";09/09/2014;;="100 - USO AUTORIZADO";="RJ";="06829427000183";="77768246";="PE";="40891707000150";="018162924";="08137211258";="";="1";="Venda de mercadoria adquirida ou recebida de terceiros";="1";="A130650-0";="";="JERKED BEEF P.A. - 06 X05";="02102000";="";="6102";="KG";900,0000;12,3000;11.070,00;="";="KG";900,0000;12,3000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;11.070,00;7,00%;774,90;;="";;;;;;;;;;;;;
="26140916622166000341550010000557291000042448";="1";="55729";09/09/2014;;="100 - USO AUTORIZADO";="PE";="16622166000341";="054067146";="PE";="40891707000150";="018162924";="8197211258";="";="1";="Venda";="1";="1010943TI3";="7897395020132";="CERVEJA ITAIPAVA PILSEN LATA 350ML CX12";="22030000";="";="5403";="CX";308,0000;10,6992;3.295,35;="7897395020101";="CX";308,0000;10,6992;;;;;="1 - SIM";="Resolucao SF 13/12 FCI: 7D1C73A4-CCD4-42BC-83B7-555D8082E1ED  Valor Aprox Tributos R$ 1533.39(46.53%) FONTE: IBPT";="GRUPO 10";="5";="10 - TRIBUTADA (C/ COBRANCA ICMS P/ SUBST. TRIB.)";="";="0 - MARGEM VALOR AGREGADO (%)";;3.295,35;27,00%;889,74;;="0 - PRECO TABELADO OU MAXIMO SUGERIDO";;;6.615,84;27,00%;896,53;;;;;;;;
="26140916622166000341550010000557291000042448";="1";="55729";09/09/2014;;="100 - USO AUTORIZADO";="PE";="16622166000341";="054067146";="PE";="40891707000150";="018162924";="8197211258";="";="1";="Venda";="2";="1010947TI3";="7897395020224";="CERV ITAIPAVA LATA 473ML CX12";="22030000";="";="5403";="CX";440,0000;14,7666;6.497,29;="7897395020217";="CX";440,0000;14,7666;;;;;="1 - SIM";="Resolucao SF 13/12 FCI: 8EBE60AA-8A5C-4D18-B7D9-F41F85947718  Valor Aprox Tributos R$ 3017.85(46.45%) FONTE: IBPT";="GRUPO 10";="5";="10 - TRIBUTADA (C/ COBRANCA ICMS P/ SUBST. TRIB.)";="";="0 - MARGEM VALOR AGREGADO (%)";;6.497,29;27,00%;1.754,27;;="0 - PRECO TABELADO OU MAXIMO SUGERIDO";;;12.988,80;27,00%;1.752,71;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="1";="12";="";="FILE PEITO CG FRIATO ENVELOPA 20KG 1028";="02071400";="";="5102";="KG";60,0000;7,1500;429,00;="";="KG";60,0000;7,1500;;;;;="1 - SIM";="(1028)VOL: 3";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;429,00;17,00%;72,93;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="2";="504";="";="PEITO IND. MISTER FR. CX PP 18KG 3920";="02071400";="";="5102";="KG";90,0000;5,1800;466,20;="";="KG";90,0000;5,1800;;;;;="1 - SIM";="(3920)VOL: 5";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;466,20;17,00%;79,25;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="3";="11";="";="COXA/S COXA CG FRIATO ENVELOPA 1027";="02071400";="";="5102";="KG";60,0000;4,4000;264,00;="";="KG";60,0000;4,4000;;;;;="1 - SIM";="(1027)VOL: 3";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;264,00;17,00%;44,88;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="4";="401";="";="BATATA HOL FARMPRIDE 4X2,5 CX 10KG";="20041000";="";="5102";="KG";20,0000;4,2000;84,00;="";="KG";20,0000;4,2000;;;;;="1 - SIM";="VOL: 2";="GRUPO 30";="1 - ESTRANGEIRA - IMPORT. DIRETA";="30 - ISENTA OU NAO TRIBUTADA (COM COBRANCA ICMS P/ SUBST. TRIB.)";="";="";;;;;;="5 - PAUTA (VALOR)";;;0,00;0,00%;0,00;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="5";="572";="";="PEIXE BACALHAU SALGADO DESFIADO DALIAN";="03056990";="";="5102";="KG";20,0000;15,5000;310,00;="";="KG";20,0000;15,5000;;;;;="1 - SIM";="VOL: 2";="GRUPO 40";="0 - NACIONAL";="40 - ISENTA";="";="";;;;;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="6";="17";="";="FRANGO CARC 1200 CG PCT SEARA 15580";="02071200";="";="5102";="KG";12,0000;5,6000;67,20;="";="KG";12,0000;5,6000;;;;;="1 - SIM";="(15580)VOL: 1";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;67,20;17,00%;11,42;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="7";="9";="";="MAMINHA DA ALCATRA MARFRIG 5023";="02023000";="";="5102";="KG";23,3700;19,3800;452,91;="";="KG";23,3700;19,3800;;;;;="1 - SIM";="(5023)(51)(51)VOL: 1";="GRUPO 40";="0 - NACIONAL";="40 - ISENTA";="";="";;;;;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="8";="48";="";="FIGADO NAC BOV CONG MARFRIG 9160";="02062200";="";="5102";="KG";54,8800;5,5000;301,84;="";="KG";54,8800;5,5000;;;;;="1 - SIM";="(9160)(51)(51)VOL: 2";="GRUPO 40";="0 - NACIONAL";="40 - ISENTA";="";="";;;;;;="";;;;;;;;;;;;;
="26140924263162000180550050001157561191712689";="5";="115756";09/09/2014;;="100 - USO AUTORIZADO";="PE";="24263162000180";="014637723";="PE";="40891707000150";="018162924";="8137211194";="";="1";="VENDA DE MERCADORIA";="9";="594";="";="COXAO MOLE BOV RESF FRIVASA 20070";="02013000";="";="5102";="KG";44,2000;15,5000;685,10;="";="KG";44,2000;15,5000;;;;;="1 - SIM";="(20070)VOL: 2";="GRUPO 40";="0 - NACIONAL";="40 - ISENTA";="";="";;;;;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="1";="003";="7897443410250";="CAFE OURO VERDE MOIDO 20X250G";="09012100";="";="5101";="kg";450,0000;10,8000;4.860,00;="7897443410250";="kg";450,0000;10,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;4.860,00;17,00%;826,20;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="2";="004A";="7897443400213";="CAFE GRAO VERDE MOIDO 50X100G";="09012100";="";="5101";="kg";50,0000;10,8000;540,00;="7897443400213";="kg";50,0000;10,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;540,00;17,00%;91,80;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="3";="022";="7897443400060";="ALPISTE GRAO VERDE 20X500G";="10083090";="";="5101";="KG";100,0000;3,6000;360,00;="7897443400060";="KG";100,0000;3,6000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;360,00;17,00%;61,20;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="4";="025";="7897443400084";="PAINCO GRAO VERDE 20X500G";="10082100";="";="5101";="kg";100,0000;2,6000;260,00;="7897443400084";="kg";100,0000;2,6000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;260,00;17,00%;44,20;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="5";="034";="7897443400091";="MILHO PIPOCA GRAO VERDE 20X500G-CC:PE0101-Z-004396 LT.450-C.AMARELO,T.1";="10059010";="";="5101";="KG";200,0000;2,5000;500,00;="7897443400091";="KG";200,0000;2,5000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;500,00;17,00%;85,00;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="6";="037";="7897443410069";="XEREM DE MILHO GRAO VERDE 20X500G";="11031300";="";="5101";="KG";300,0000;1,5000;450,00;="7897443410069";="KG";300,0000;1,5000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;450,00;17,00%;76,50;;="";;;;;;;;;;;;;
="26140911701000000135550200000994161009002000";="20";="99416";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="7";="039";="7897443410052";="MUNGUNZA MILHO GRAO VERDE 20X500G-CC:PE 0101-Z-004108 LOTE 439";="10059010";="";="5101";="kg";100,0000;1,5000;150,00;="7897443410052";="kg";100,0000;1,5000;;;;;="1 - SIM";="CANJICA MIST.,DESPEL.,C.AMARELA,TIPO 1";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;150,00;17,00%;25,50;;="";;;;;;;;;;;;;
="26140911701000000135550200000994981050010000";="20";="99498";10/09/2014;;="100 - USO AUTORIZADO";="PE";="11701000000135";="007906218";="PE";="40891707000150";="018162924";="";="";="1";="SAIDA P/VENDA";="1";="003";="7897443410250";="CAFE OURO VERDE MOIDO 20X250G";="09012100";="";="5101";="kg";500,0000;10,8000;5.400,00;="7897443410250";="kg";500,0000;10,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;5.400,00;17,00%;918,00;;="";;;;;;;;;;;;;
="26140909435351000361550030000013351020209030";="3";="1335";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="1";="TC0121X1000";="5110000057210";="TECLADO ZMAX TC0121X1000";="84716053";="00";="5929";="UND";1,0000;17,0000;17,00;="";="UND";1,0000;17,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013351020209030";="3";="1335";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="2";="CS0112XN003";="5110000059481";="CAIXA ZMAX CS0112XN003";="85182100";="00";="5929";="UND";1,0000;18,0000;18,00;="";="UND";1,0000;18,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013351020209030";="3";="1335";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="3";="MS02211Z003";="5110000057227";="MOUSE ZMAX MS02211Z003";="84716053";="00";="5929";="UND";1,0000;10,0000;10,00;="";="UND";1,0000;10,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013351020209030";="3";="1335";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="4";="DBPDV1320108GB";="5110000061828";="DESKTOP ZMAX DBPDV1320108GB";="84715010";="00";="5929";="UND";1,0000;971,0000;971,00;="";="UND";1,0000;971,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013361020211031";="3";="1336";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="1";="MS02211Z003";="5110000057227";="MOUSE ZMAX MS02211Z003";="84716053";="00";="5929";="UND";1,0000;10,0000;10,00;="";="UND";1,0000;10,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013361020211031";="3";="1336";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="2";="TC0121X1000";="5110000057210";="TECLADO ZMAX TC0121X1000";="84716053";="00";="5929";="UND";1,0000;17,0000;17,00;="";="UND";1,0000;17,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
="26140909435351000361550030000013361020211031";="3";="1336";10/09/2014;;="100 - USO AUTORIZADO";="PE";="09435351000361";="037003569";="PE";="40891707000150";="018162924";="08137211258";="n";="1";="LANCAMENTO EM DECORRENCIA DA EMISSAO DO C";="3";="DBPDV1320108GB";="5110000061828";="DESKTOP ZMAX DBPDV1320108GB";="84715010";="00";="5929";="UND";1,0000;971,0000;971,00;="";="UND";1,0000;971,0000;;;;;="1 - SIM";="Marca: ZMAX";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;0,00;0,00;;;;;;
