Nota;;;;;;;;;;;;;;;;;Item;;;;;;;;;;;;;;;;;;;;;ICMS;;;;;;;;;;;;;;;;;;;;;;;
Chave Acesso;Serie;Numero;Data Emissao;Hora Emissao;Situacao;UF Emitente;Documento Emitente;IE Emitente;UF Destinatario;Documento Destinatario;IE Destinatario;Fone Destinatario;Email Destinatario;Tipo Operacao;Natureza Operacao;Numero Item;Codigo Produto;Codigo EAN;Descricao Produto;Codigo NCM;EXTIPI;CFOP;Unidade Comercial;Quantidade Comercial;Valor Unitario Comercializacao;Valor Produto;Codigo EAN Unidade Tributavel;Unidade Tributavel;Quantidade Tributavel;Valor Unitario de Tributacao;Valor Frete;Valor Seguro;Valor Desconto;Outras Despesas Acessorias;Compoe Valor Total;Informacoes Adicionais do Produto;Grupo de Tributacao;Origem Mercadoria;Tributacao ICMS;Codigo Situacao Operacao;Modalidade BC;% Reducao BC;Valor BC;Aliquota Imposto;Valor ICMS;Motivo Desoneracao;Modalidade BC ICMS ST;% Margem Valor Adic. ICMS ST;% Reducao ICMS ST;Valor BC ICMS ST;Aliquota Imposto ICMS ST;Valor ICMS ST;Valor BC ICMS ST Retido;Valor ICMS ST Retido;Valor BC ICMS ST Ret. Destino;Valor ICMS ST Ret. Destino;Aliquota Credito;Valor Credito;% BC;UF ICMS ST
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="14";="99900000000880";="9000000008809";="CHA MARATA CIDREIRA C/10UND";="09021000";="";="5102";="PCT";10,0000;1,4000;14,00;="9000000008809";="PCT";10,0000;1,4000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;14,00;17,00%;2,38;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="15";="99900000001593";="9000000015937";="SHAMPOO PALMOLIVE ILUM PRETOS 6X350ML";="33051000";="";="5102";="PCT";1,0000;25,9000;25,90;="9000000015937";="PCT";1,0000;25,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;25,90;17,00%;4,40;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="16";="99900000001594";="9000000015944";="CONDIC PALMOLIVE ILUM PRETOS 6X350ML";="33051000";="";="5102";="PCT";1,0000;27,9000;27,90;="9000000015944";="PCT";1,0000;27,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;27,90;17,00%;4,74;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="17";="99900000000959";="9000000009592";="BISCOITO CAPINHA IRON 15X350GR";="19053100";="";="5102";="CX";1,0000;26,4000;26,40;="9000000009592";="CX";1,0000;26,4000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="18";="99900000000724";="9000000007246";="COSTELA ROJAO 01X05KG";="02102000";="";="5102";="FD";1,0000;32,0000;32,00;="9000000007246";="FD";1,0000;32,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="19";="99900000001685";="9000000016859";="REFRESCO YOKI LARANJA 15X30GR";="21069010";="";="5102";="CX";1,0000;6,9000;6,90;="9000000016859";="CX";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="20";="99900000001687";="9000000016873";="REFRESCO YOKI TANGERINA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016873";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="21";="99900000001688";="9000000016880";="REFRESCO YOKI UVA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016880";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="22";="99900000001690";="9000000016903";="REFRESCO YOKI MANGA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016903";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="23";="99900000001691";="9000000016910";="REFRESCO YOKI MARACUJA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016910";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="24";="99900000001691";="9000000016910";="REFRESCO YOKI MARACUJA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016910";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="25";="99900000001694";="9000000016941";="REFRESCO YOKI CAJU 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016941";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="26";="99900000001695";="9000000016958";="REFRESCO YOKI GOIABA 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016958";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="27";="99900000001696";="9000000016965";="REFRESCO YOKI LARANJA/MAMAO 15X30GR";="21069010";="";="5102";="CXT";1,0000;6,9000;6,90;="9000000016965";="CXT";1,0000;6,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;6,90;17,00%;1,17;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="28";="99900000001464";="9000000014640";="ISQUEIRO BIC GRANDE C/12UND";="96131000";="";="5102";="CRT";1,0000;33,3000;33,30;="9000000014640";="CRT";1,0000;33,3000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;33,30;17,00%;5,66;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="29";="99900000000091";="9000000000919";="ACUCAR PITANGUEIRA 30X01KG";="17019900";="";="5102";="FD";2,0000;40,0000;80,00;="9000000000919";="FD";2,0000;40,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;80,00;17,00%;13,60;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="30";="99900000000563";="9000000005631";="MORTADELA ESTRELA MISTA 3,5KG";="16010000";="";="5102";="PC";1,0000;10,0000;10,00;="9000000005631";="PC";1,0000;10,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,00;17,00%;1,70;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="31";="99900000000939";="9000000009394";="CALABRESA RETA ESTRELA";="16010000";="";="5102";="KG";4,7020;7,5000;35,26;="9000000009394";="KG";4,7020;7,5000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;35,26;17,00%;5,99;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="32";="99900000001395";="9000000013957";="CERVEJA ITAIPAVA LATAO 12X473ML";="22030000";="";="5102";="CX";10,0000;21,4000;214,00;="9000000013957";="CX";10,0000;21,4000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="33";="99900000000451";="9000000004511";="P.A FAVORITO JERKED BEEF 5KG";="02102000";="";="5102";="PCT";4,0000;70,0000;280,00;="9000000004511";="PCT";4,0000;70,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="34";="99900000000126";="9000000001268";="MORTADELA PERDIGAO FRANGO 3,5KG";="16010000";="";="5102";="PC";1,0000;15,0000;15,00;="9000000001268";="PC";1,0000;15,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;15,00;17,00%;2,55;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="35";="99900000001234";="9000000012349";="KIT SHAMPOO+COND MANTEIGA 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012349";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="36";="99900000001245";="9000000012455";="KIT SHAMPOO+COND CERAMIDAS 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012455";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="37";="99900000001246";="9000000012462";="KIT SHAMPOO+COND ARGAN 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012462";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="38";="99900000001247";="9000000012479";="KIT SHAMPOO+COND SILICONE 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012479";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="39";="99900000001248";="9000000012486";="KIT SHAMPOO+COND QUERATINA 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012486";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="40";="99900000001249";="9000000012493";="KIT SHAMPOO+COND ABACATE 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012493";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="41";="99900000001268";="9000000012684";="KIT SHAMPOO+COND AMENDOAS 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012684";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="42";="99900000001269";="9000000012691";="KIT SHAMPOO+COND BABOSA 02X300ML";="33059000";="";="5102";="PCT";2,0000;5,1900;10,38;="9000000012691";="PCT";2,0000;5,1900;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;10,38;17,00%;1,76;;="";;;;;;;;;;;;;
="26141040891707000150550010000000441000000447";="1";="44";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="20035659000190";="057274720";="8137259837";="";="1";="Venda para Cliente";="43";="99900000001341";="9000000013414";="KIT VENEZA 3 EM 1";="33059000";="";="5102";="UND";5,0000;7,9000;39,50;="9000000013414";="UND";5,0000;7,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;39,50;17,00%;6,72;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="1";="99900000000145";="9000000001459";="P.A GMA 1X30KG";="02102000";="";="5102";="CX";6,0000;390,0000;2.340,00;="9000000001459";="CX";6,0000;390,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="2";="99900000000311";="9000000003118";="D.T FRINENSE 1X30KG";="02102000";="";="5102";="CX";3,0000;470,0000;1.410,00;="9000000003118";="CX";3,0000;470,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="3";="99900000000153";="9000000001534";="2 PELOS GMA 1X30KG";="02102000";="";="5102";="CX";1,0000;480,0000;480,00;="9000000001534";="CX";1,0000;480,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="4";="99900000000106";="9000000001060";="CAFE MOIDO OURO VERDE 20X250GR";="09012100";="";="5102";="FD";13,0000;57,0000;741,00;="9000000001060";="FD";13,0000;57,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;741,00;17,00%;125,97;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="5";="99900000000563";="9000000005631";="MORTADELA ESTRELA MISTA 3,5KG";="16010000";="";="5102";="PC";40,0000;10,0000;400,00;="9000000005631";="PC";40,0000;10,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;400,00;17,00%;68,00;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="6";="99900000000566";="9000000005662";="MORTADELA ESTRELA FRANGO 3,5KG";="16010000";="";="5102";="PC";20,0000;13,0000;260,00;="9000000005662";="PC";20,0000;13,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;260,00;17,00%;44,20;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="7";="99900000000361";="9000000003613";="SABAO ALPES AZUL 50X200G";="34011900";="";="5102";="CX";17,0000;31,8000;540,60;="9000000003613";="CX";17,0000;31,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;540,60;17,00%;91,90;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="8";="99900000000362";="9000000003620";="SABAO ALPES VERDE 50X200G";="34011900";="";="5102";="CX";40,0000;31,8000;1.272,00;="9000000003620";="CX";40,0000;31,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;1.272,00;17,00%;216,24;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="9";="99900000000362";="9000000003620";="SABAO ALPES VERDE 50X200G";="34011900";="";="5102";="CX";10,0000;31,8000;318,00;="9000000003620";="CX";10,0000;31,8000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;318,00;17,00%;54,06;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="10";="99900000001020";="9000000010208";="SALSICHA PERDIGAO 05KG";="16025000";="";="5102";="PCT";25,0000;29,9000;747,50;="9000000010208";="PCT";25,0000;29,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;747,50;17,00%;127,08;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="11";="99900000001136";="9000000011366";="LINGUICA CALABRESA ESTRELA 750GR";="16010000";="";="5102";="PCT";72,0000;5,9000;424,80;="9000000011366";="PCT";72,0000;5,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;424,80;17,00%;72,22;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="12";="99900000000214";="9000000002142";="PAPEL HIGI. LITORAL 12X04 30MTS";="48181000";="";="5102";="FD";20,0000;14,5000;290,00;="9000000002142";="FD";20,0000;14,5000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="13";="99900000000107";="9000000001077";="CAFE MOIDO OURO VERDE 50X100GR";="09012100";="";="5102";="FD";5,0000;57,0000;285,00;="9000000001077";="FD";5,0000;57,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;285,00;17,00%;48,45;;="";;;;;;;;;;;;;
="26141040891707000150550010000000451000000452";="1";="45";31/10/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="09025514000176";="035562552";="8137511157";="";="1";="Venda para Cliente";="14";="99900000000713";="9000000007130";="MACARRAO VITARELLA 20X500G";="19021100";="";="5102";="FD";25,0000;26,6000;665,00;="9000000007130";="FD";25,0000;26,6000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26141140891707000150550010000000461000000461";="1";="46";05/11/2014;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="1";="99900000000317";="9000000003170";="SARDINHA SALGADA BALDE 10KG";="03056990";="";="5102";="CX";2,0000;70,0400;140,08;="9000000003170";="CX";2,0000;70,0400;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
