IE;TOKEN;CONT;SOMA
"039103773";"carol@kamedica.com.br";1;2.660,00
"039103773";"danfe.vendas@comercialbatista.com.br";1;239,33
"039103773";"franca@terra.com.br";2;1.370,56
"039103773";"maura@kamedica.com.br";13;30.896,82
"039103773";"mirela.oliveira@cirurgicamontebello.com.br,vendas@kamedica.c";3;6.975,57
"039103773";"raphaellnb@hotmail.com;automatech@simfrete.com";1;1.509,80
"039103773";"treicykely@yahoo.com.br";1;2.846,29
"039103773";"vendas@kamedica.com.br";438;2.458.296,67
"039103773";"vendas@kamedica.com.br; carol@kamedica.com.br";1;23.380,00
"039139530";"lenefarias21@hotmail.com";1;1.446,63
"039139530";"tim@tim.com.br";1;1.192,00
"039166856";"RECIFEVALENTINA@GMAIL.COM";16;113.422,30
"039166856";"VALENTINACOM@UOL.COM";4;76.574,00
"039166856";"VALENTINACOM@UOL.COM.BR";54;362.985,37
"039166856";"a@a.com";1;215,60
"039166856";"raquelvilar_5@hotmail.com";3;13.339,00
"039166856";"recifevalentina@gmail.com";27;91.062,87
"039166856";"valentina@uol.com.br,valentina@uol.com.br,valentina@uol.com.";1;2.199,00
"039166856";"valentinacom@uol.com.br";43;110.243,51
"039166856";"valentinacomuol.com.br";1;445,00
"039215903";"aline_haniehe@hotmail.com";1;730,86
"033558027";"8133390012";63;39.593,89
"033558027";"8134464178";11;1.322,19
"033558027";"8188880361";6;3.024,10
"033558027";"81988880361";36;30.388,51
"033558027";"81996491696";5;1.504,89
"033558027";"96974427";16;4.395,50
"033558027";"988880361";2;335,30
"033594090";"0034232377";15;10.035,87
"033594090";"32212080";2;336,60
"033594090";"34232377";1;3.520,00
"033594090";"8132212080";7;3.647,06
"033594090";"8134232377";16;7.725,67
"033620350";"032226368";3;12.159,47
"033620350";"8133226111";1;2.640,84
"033752770";"2133121400";1;25,00
"033752770";"5132286619";1;827,20
"033752770";"8132249901";18;54.741,73
"033906831";"0034420510";1;701,52
"033906831";"08134420410";100;21.790,80
"033906831";"08183308480";4;869,28
"033906831";"30330055996448";1;4.000,00
"033906831";"33398151";1;327,11
"033906831";"34420510";4;1.260,00
"033906831";"5534420510";4;1.554,56
"033906831";"8134420510";64;66.451,75
"033906831";"8181996881404";11;4.376,66
"033906831";"8196448453";1;17.136,00
"033906831";"8196881404";12;8.137,98
"033966656";"08192419618";15;24.772,03
"033966656";"08199051181";21;8.372,27
"033966656";"37255011";47;104.879,52
"033966656";"8131366142";19;42.087,71
"033966656";"8137212856";3;8.701,54
"033966656";"8137219692";1;5.865,00
"033966656";"8137255011";6;197,94
"033966656";"8192419618";62;60.055,23
"033966656";"8192652118";5;5.752,72
"033966656";"8199051181";44;53.038,66
"033966656";"8199905118";2;462,70
"033966656";"81999051181";4;2.384,73
"033966656";"81999051502";10;16.520,84
"033966656";"8199974754";5;6.966,03
"033971307";"2125493099";3;4.613,10
"033971307";"34667070";37;74.921,75
"033971307";"8132242828";10;30.507,50
"033971307";"8132317624";1;1.056,00
"033971307";"8133018118";41;192.272,36
"033971307";"8133018201";1;2.178,00
"033971307";"8133412210";14;20.623,50
"033971307";"8134633202";4;912,00
"033971307";"8134667070";11;27.693,02
"033971307";"99999999";1;975,70
"034035567";"8137411311";13;13.408,00
"034077995";"81983302555";45;47.572,44
"034102850";"08134791477";1;4.860,00
"034102850";"8134791477";9;1.820,50
"034102850";"8134792085";8;511,47
"034212442";"008136212251";2;737,50
"034212442";"8136210136";4;3.382,38
"034212442";"8136212251";1;118,80
"034212442";"8136218348";3;18.137,91
"034549838";"0033393141";1;445,65
"034549838";"7134516042";3;90.000,00
"034549838";"8130190244";1;121,94
"034549838";"8133393141";16;149.227,06
"034549838";"8134717162";1;5.076,00
"034729062";"08135245437";16;5.139,69
"034729062";"08135346100";3;435,00
"034729062";"8135245437";22;85.684,92
"034729062";"8135245917";10;3.423,85
"034729062";"81988440427";1;608,80
"034929827";"32285991";1;627,00
"034929827";"32285995";4;3.739,14
"034929827";"8132286944";20;16.487,61
"034929827";"8188779841";4;2.601,00
"034929827";"8199339599";1;680,00
"034929827";"81998830053";1;1.026,00
"034942769";"8132712539";34;399.653,72
"034942769";"8134226881";2;9.163,87
"034942769";"8182488143";1;295,01
"039215903";"daniellima3004@gmail.com";16;11.023,68
"039215903";"restaurantebardatripa@outlook.com";22;6.953,30
"039488543";"AURICELIA_LEITE@HOTMAIL.COM";2;5.326,48
"039488543";"auricelia_leite@hotmail.com";21;45.041,56
"039488543";"auricelia_leite@hotmil.com";1;1.827,10
"039488543";"auricelialeitestpe@gmail.com";1;478,80
"039670422";"0";2;4.216,00
"039670422";"MSP.DANFE@YAHOO.COM.BR";1;1.752,90
"039670422";"financeiromsp@yahoo.com.br";2;1.320,00
"039670422";"julio363@hotmail.com;andrea@fofinho.com.br";1;2.665,40
"039670422";"malhariasaopaulolju@yahoo.com.br";2;11.003,30
"039670422";"msp.danfe@yahoo.com.br";4;21.658,41
"039670422";"mspbaby@superig.com.br";1;1.425,02
"039957470";"comercial@agomoveis.com.br";1;968,00
"039957470";"financeiro@incantusmoveis.com.br";3;7.458,41
"039957470";"financeiro@incantusmoveis.com.br comercial@incantusmoveis.co";1;1.631,70
"039957470";"financeiro@incantusmoveis.com.br;alexandrerep@hotmail.com";6;13.962,31
"039957470";"grupoincantus@hotmail.com";1;714,16
"039957470";"incantusmoveis@hotmail.com";12;35.655,14
"039957470";"nf@incantusmoveis.com.br";97;114.686,53
"039957470";"wederalves@classeahomecenter.com.br";1;4.376,00
"040244008";"MARCELOLEAL1986@HOTMAIL.COM";1;1.149,80
"040250326";"everson-evinho@bol.com.br";20;9.979,07
"040250326";"everson.farmaceutico@hotmail.com";19;10.904,40
"040250326";"everson.farmaceuticos@hotmail.com";2;288,62
"040250326";"falta.cadastra@gmail.com";12;11.400,26
"040250326";"nfe@distribuidorafocus.com.br";3;1.457,44
"040316602";"jferreira1943@hotmail.com";12;28.478,74
"040409023";"CECAVERCOSA10@HOTMAIL.COM";1;5.061,00
"040409023";"E-MAIL NAO CADASTRADO";1;5.156,74
"040409023";"JULLYS@HOTMAIL.COM";4;6.805,38
"040409023";"jollysvercosa@hotmail.com";1;4.332,40
"040409023";"secaversosa10@hotmail.com";1;956,95
"040416666";"RBCBOLOS@GMAIL.COM";15;10.230,31
"040416666";"RINALDOO@CORREIOS.COM.BR";16;32.507,00
"040416666";"rbcbolos@gmail.com";1;165,00
"040625400";"*";1;164,00
"040625400";"..";2;4.619,11
"040625400";"@";1;31.400,00
"040625400";"COMPRAS@BRASILCANAEAGUA.COM.BR";5;3.944,99
"040625400";"FELIPE@BRASILCANAEAGUA.COM.BR";1;1.587,60
"040625400";"FINANCEIRO@BRASILCANAEAGUA.COM.BR";2;1.950,00
"040625400";"JUNIOR@BRASILCANAEAGUA.COM.BR";1;560,00
"040625400";"VENDAS@BRASILCANAEAGUA.COM.BR";5;5.885,63
"040625400";"compras@brasilcanaeagua.com.br";51;30.223,51
"040625400";"compras@brasilcanaeagua.com.br,simone@brasilcanaeagua.com.br";1;8.279,57
"040625400";"compras@brasilcanaeagua.com.br;";3;6.000,76
"040625400";"compras@brasilcanaeagua.com.br;comercialsp@wrjlogistica.com.";1;166,50
"040625400";"compras@brasilcanaeagua.com.br;junior@brasilcanaeagua.com.br";7;1.014,69
"040625400";"compras@brasilcanaeagua.com.br;recebe.nfe@ssw.inf.br";1;3.492,04
"040625400";"compras@brasilcanaeagua.com.br;xmlsj@expressoveracruz.com.br";2;4.575,21
"040625400";"comprasbrasilcanaeagua.com.br";2;800,02
"040625400";"daiana@brasilcanaeagua.com.br";5;408.915,00
"040625400";"escritorioantoniobarros@hotmail.com";5;50.336,00
"040625400";"evandro@brasilcanaeagua.com.br";6;2.024,11
"040625400";"felipe@brasilcanaeagua.com.br";19;70.554,30
"040625400";"felipe@brasilcanaeagua.com.br; evandro@settimotubo.com.br";1;5.000,00
"040625400";"felipe@brasilcanaeagua.com.br;atendimento.sp@itaguary.com.br";3;4.535,54
"040625400";"financeiro@brasilcanaeagua.com";5;322,60
"040625400";"financeiro@brasilcanaeagua.com.br";11;6.805,95
"040625400";"financeiro@brasilcanaeagua.com.br;gb.transportes2014@gmail.c";2;1.976,00
"040625400";"junior@brasil.canaeagua.com.br";1;594,00
"040625400";"junior@brasilcanaeagua.com.br";9;16.889,99
"040625400";"junior@brasilcanaeagua.com.br;compras@brasilcanaeagua.com.br";6;100.864,06
"040625400";"nfe@metanaco.com.br";2;1.300,00
"040625400";"simone@brasilcanaeagua.com.br";1;1.050,00
"040625400";"vendas@brasilcanaeagua.com.br";19;40.099,80
"040625400";"zaquel@settimotubo.com.br";2;13.570,24
"040637590";"judvaniaaraujo@hotmail.com";4;18.244,43
"040637590";"judvaniaaraujo@hotmail.com;danieltavares87@hotmail.com";4;26.027,78
"040665704";"E-MAIL NAO CADASTRADO";1;1.232,34
"040691535";"kenia_falcao@hotmail.com";14;39.006,58
"040811611";"RAQUELSANTOS_NUTRI@HOTMAIL.COM";3;8.377,32
"040811611";"raquelsantos_nutri@hotmail.com";2;2.430,00
"040902250";"ROMILDOJOSE1@HOTMAIL.COM";2;2.390,52
"040902250";"adeildojose1@hotmail.com";6;5.404,75
"040902250";"epcontabil@hotmail.com";6;906,86
"040902250";"hilarioprodutora@hotmail.com";29;18.295,09
"040902250";"renan_milet@hotmail.com";3;825,89
"040902250";"romildojose1@hotmail.com";10;3.986,35
"040914348";"CONFECCOESJM@HOTMAIL.COM";2;5.966,65
"040914348";"CONFECCOESSJM@HOTMAIL.COM";1;1.470,00
"040914348";"NAOTEM@NAOTEM.COM";3;868,18
"040914348";"confeccoes@hotmail.com";2;957,72
"040914348";"confeccoesjm@hotmail.com";39;58.107,89
"040914348";"elliterepresentanova@hotmail.c";1;720,00
"040914348";"saraivaoliveira1957@hotmail.com";1;779,60
"041071603";"JNAUNIFORMES@HOTMAIL.COM";3;1.239,54
"041071603";"jnauniformes@hotmail.com";57;69.186,37
"041100484";"lucenaotica@hotmail.com;lucenaotica@hotmail.com";1;426,20
"041100484";"medeirosjaqueline44@gmail.com";2;6.382,68
"041124316";"robertasilva102011@live.com";2;1.971,86
"041124316";"robertasilva102030@live.com";6;2.906,97
"041124316";"robertasilva@gmail.com";10;1.070,88
"041124316";"will_n_oberto@hotmail.com";11;1.095,24
"041367561";"NAOTEM@NAOTEM.COM.BR";1;2.827,00
"041367561";"cicerodias@gmail.com";11;202,48
"041367561";"cintiafelix1983@gmail.com";8;3.589,60
"041367561";"nfe@distribuidorafocus.com.br";11;2.905,47
"041367561";"xml@laticinioguararapes.com.br";30;2.867,05
"041388801";"GIGI_LENES@HOTMAIL.COM";20;43.681,58
"041388801";"GIRLENEMOTADASILVA@HOTMAIL.COM";8;4.192,89
"041388801";"VENDAS@CAPRICCHE.COM.BR";7;20.030,77
"041388801";"alvodistribuidoraxml@gmail.com";3;1.304,17
"041388801";"andersoncdg@live.com";4;4.932,69
"041388801";"andre_andrade07@hotmail.com";2;5.340,00
"041388801";"gigi_lene@hotmail.com";48;29.531,58
"041388801";"gilenemotadasilva@hotmail.com";12;10.232,36
"041388801";"girlenemota da silva@hotmail.com";18;32.205,34
"041388801";"girlenemota@hotmail.com";22;8.439,49
"041388801";"girlenemotadasilva@hotmail.com";120;57.801,68
"041388801";"lill_lica@hotmail.com";38;27.581,55
"041388801";"marconecarneiro82@gmail.com";3;756,09
"041388801";"marfimxml@gmail.com";23;30.504,38
"041388801";"nfe@dilnor.com";20;9.544,54
"041388801";"passoapassotrans@gmail.com";6;7.534,32
"041388801";"pollyana.oliveirappfcs@hotmail.com";27;14.654,16
"041388801";"termo";15;3.167,59
"041388801";"vendas.ripon@gmail.com";7;5.791,06
"041706285";"ivairis@gmail.com";2;73.301,98
"041813103";"JULLY_ROCK@HOTMAIL.COM;transportesschmoeller@hotmail.com";2;36.459,32
"041813103";"PEDIDOS@FERATEX.COM.BR";2;3.981,45
"041813103";"jully_rock@hotmail.com;transportesschmoeller@hotmail.com";1;7.981,55
"041813103";"marcelotavares18@hotmail.com";2;24.497,34
"041967240";"JELUCIADINIZ@HOTMAIL.COM";5;16.916,75
"041967240";"LUTECIADINIZ@HOTMAIL.COM";1;2.187,04
"041967240";"jelucia@hotmail.com";2;6.430,28
"041967240";"jeluciadiniz@hotmail.com";11;30.308,71
"041967240";"jeluciadiniz@hotmail.com;ti.nfe@braspress.com.br";24;15.582,28
"041967240";"lookzullyshopce@hotmail.com";1;525,00
"041967240";"luteciadiniz@hotmail.com";14;20.129,57
"042351006";"FINANCEIROUNYFORTY@YAHOO.COM.BR";2;394,50
"042351006";"SOLANGEDP@YAHOO.COM.BR";1;11.919,99
"042351006";"comercialrenathaunyforty@hotmail.com";1;351,00
"042351006";"contabil@ditin.com.br";2;38.270,51
"042351006";"financeirounyforty@yahoo.com.br";4;14.720,74
"042351006";"jucalixto@gmail.com";4;49.176,92
"042351006";"solangedp@yahoo.com.br";6;38.959,23
"042351006";"solangedp@yahoo.com.br;transportesschmoeller@hotmail.com";2;7.024,44
"034942769";"8182772850";4;147.641,16
"034942769";"8184689325";1;33.256,38
"034942769";"8188935426";9;195.293,58
"034942769";"8196614916";2;6.068,73
"034942769";"81982772860";1;479,54
"034942769";"8198344643";1;8.100,26
"035083158";"8738352116";3;2.680,49
"035083158";"8738353085";1;483,00
"035083158";"87988089800";10;1.998,69
"035293551";"0813533055";8;29.126,54
"035293551";"35330552";7;9.299,35
"035293551";"8135260679";11;27.675,79
"035293551";"8135330552";47;90.528,40
"035293551";"8196874313";8;26.071,65
"035394668";"8130453938";15;54.954,80
"035394668";"8137245861";6;95.078,44
"035394668";"8194857766";2;2.218,20
"035394668";"91071822";1;50,00
"035394668";"91558325";1;2.207,03
"035394668";"94857766";2;13.008,70
"035538333";"813731";1;759,00
"035538333";"8137591514";9;33.012,50
"035538333";"8138591514";1;2.419,56
"035538333";"8396641444";10;25.068,92
"035950218";"8137313542";11;49.220,72
"035950218";"8199517588";10;80.801,03
"036004162";"08135330757";45;11.702,39
"036004162";"08135522839";73;46.058,20
"036004162";"081991923433";2;1.237,50
"036004162";"35330757";1;47,76
"036004162";"35522839";34;6.073,35
"036004162";"8100000000";2;2.026,04
"036004162";"8135330757";8;1.987,47
"036004162";"8135522839";256;78.290,28
"036004162";"8191923433";82;20.474,61
"036004162";"81991923433";5;1.626,42
"036004162";"97550700";13;3.851,87
"036036285";"08332389369";3;137.796,00
"036036285";"08333512237";3;71.361,00
"036036285";"8137313651";3;17.610,00
"036036285";"8137317337";4;93.570,00
"036036285";"833353206";2;21.760,50
"036036285";"8333532067";149;575.341,36
"036220108";"8134695339";2;1.700,00
"036220108";"81997537284";11;33.976,42
"036288926";"8738211168";4;5.186,37
"036288926";"8738213031";9;29.170,01
"036791016";"00008132122314";5;34.430,14
"036791016";"8132122313";3;11.237,69
"036791016";"8132122314";33;42.580,39
"036791016";"8133268940";1;11.347,00
"036791016";"8133268950";7;8.111,71
"036791016";"8137266424";2;1.738,62
"036828386";"8198675737";4;41.489,11
"036990213";"34215310";1;270,19
"036990213";"8133144502";3;5.818,30
"036990213";"8134215310";59;154.648,15
"037055607";"8131368737";6;193.720,21
"037182471";"8134288454";2;726,88
"037182471";"8137215757";3;661,31
"037182471";"8199743600";1;310,00
"037182471";"81997883210";1;342,00
"037358340";"8137313667";4;10.918,66
"037420089";"8133432143";1;4.216,00
"037420089";"8135437497";2;2,02
"037513257";"35417610";1;969,86
"037513257";"8120022332";3;2.452,43
"037513257";"8132733862";52;70.692,79
"037513257";"8135417610";4;3.708,97
"037513257";"8135450227";2;5.824,48
"037513257";"8136280667";9;40.188,77
"037513257";"8183361839";3;14.392,63
"037513257";"8188686881";31;60.302,84
"037513257";"997435004";1;301,04
"037578898";"8738710537";1;1.922,10
"037578898";"8738715379";60;57.437,51
"037644947";"30897925";5;4.840,59
"037644947";"8132240218";3;1.698,00
"037644947";"8132241625";2;1.146,50
"037644947";"8132248800";9;10.682,62
"037679651";"8134280022";2;236,95
"037679651";"813428002281";7;5.269,17
"037679651";"8196810406";2;220,00
"037809610";"8199472329";3;11.076,58
"037923900";"8137191832";7;13.755,40
"037923900";"813719183214";7;16.290,88
"037945394";"8134294018";1;468,00
"038012928";"8199866408";2;3.824,10
"038012928";"8199986640";1;121,94
"038091100";"2422919092";8;505.064,10
"038091100";"8122919092";1;1.840,00
"038366061";"8738351524";1;262,76
"038466368";"81984970104";2;2.053,44
"038733072";"08136791633";13;14.108,04
"038733072";"1996131816";1;4.080,06
"038733072";"36791633";2;1.777,34
"038733072";"8136791159";2;3.238,10
"038733072";"8136791633";87;162.713,90
"038733072";"81367916333679";4;4.031,00
"038733072";"8136792015";1;2.999,70
"038733072";"81985342853";1;1.516,28
"038733072";"81996131816";52;70.493,13
"038733072";"81999344084";2;1.724,22
"038905620";"08196603585";8;5.911,04
"038905620";"33717923";7;2.049,80
"038905620";"33717932";4;1.017,17
"038905620";"34381650";37;6.692,48
"038905620";"8132223016";15;5.697,99
"038905620";"8133717923";24;83.224,49
"038905620";"8134381650";61;11.964,68
"038905620";"8134687072";4;9.605,19
"038905620";"8183143925";4;1.353,68
"038905620";"8199999999";12;2.224,52
"039034275";"00008141050261";1;9.030,00
"039034275";"08141051004";3;4.771,69
"039034275";"1410503345";1;4.537,80
"039034275";"4141051004";2;6.698,26
"039034275";"8137210573";2;7.544,52
"039034275";"8141050261";10;74.330,18
"039034275";"8141051001";1;4.784,87
"039034275";"8141051004";36;163.416,76
"039034275";"81410510048";2;18.581,44
"039034275";"81997092550";6;528.935,57
"039034275";"81998674850";1;600,00
"039034275";"81998811025";4;50.008,52
"039100910";"08134391089";1;185,00
"039100910";"8134290882";22;30.077,57
"039103773";"08134697624";2;842,00
"039103773";"158130931238";1;20.886,77
"039103773";"30930880";2;2.611,00
"039103773";"30931238";54;235.448,41
"039103773";"34279437";3;7.447,02
"039103773";"8130930880";1;4.284,00
"039103773";"8130931238";38;107.175,46
"039103773";"8133616703";2;181,00
"039103773";"8134697624";34;116.100,05
"039139530";"8197964400";1;1.192,00
"039139530";"8198672120";1;1.593,90
"039166856";"08130343436";8;11.418,32
"039166856";"34323434";2;556,52
"039166856";"8130323434";46;272.048,71
"039166856";"8130343436";8;26.489,92
"039166856";"8197785253";7;30.712,00
"039166856";"81997785253";2;5.038,80
"039215903";"00008136210948";12;3.651,60
"039215903";"0036210948";3;15.160,22
"039215903";"08196638820";3;2.444,82
"039215903";"08198592362";2;542,75
"039215903";"8136211453";29;27.414,94
"039215903";"8196638820";16;28.830,07
"039215903";"81985827243";15;3.919,64
"039488543";"7944444444";1;1.301,09
"039488543";"8738381022";1;478,80
"039488543";"87992928689";3;5.207,30
"039488543";"8799926889";1;2.925,98
"039488543";"8799928689";2;5.822,40
"039488543";"8799992868";2;5.326,48
"039488543";"87999928689";9;12.524,06
"039670422";"8132245523";2;3.779,50
"042351006";"unyfortycompras@yahoo.com.br";5;1.740,00
"042411505";"juanamoura@hotmail.com";13;10.478,40
"042524970";"flaviaalbuquerque906@gmail.com";1;88,00
"042524970";"rejanelucena030@gmail.com";1;17,20
"042524970";"samuelfideles@hotmail.com";1;256,07
"042524970";"samuelfideles_@hotmail.com";53;15.037,10
"042524970";"samuelfidelis-@hotmail.com";13;2.241,70
"042641853";"marxpaper@hotmail.com";2;6.931,10
"042641853";"rekargakartuchos@hotmail.com";3;976,80
"042664047";".";2;4.346,00
"042664047";"HENRIQUEHEITOR2@GMAIL.COM";2;3.336,01
"042664047";"henriqueheitor2@gmail.com";1;3.888,12
"042664047";"henriqueheitor@gmail.com";6;47.973,28
"042664047";"jmc.cuecassaga@hotmail.com";1;1.505,00
"042664047";"raquel@ig.com.br";2;5.520,00
"042808227";"nfe2@florense.com.br;logber@logber.com.br;coletasbg@logber.c";5;20.227,76
"042809541";"mergulhaoavicola@hotmail.com";46;1.178.535,83
"042809541";"vendas.peba1@chemone.com.br";1;503,28
"042921970";"adm@transtec.ind.br";1;1.320,63
"042921970";"financeiro@usibelt.com.br";4;2.450,81
"042957222";"DRICAMPOSREIS@HOTMAIL.COM";1;271,68
"042957222";"dricamposreis hotmail.com";39;12.103,92
"042957222";"dricamposreis@hotmail.com";9;6.108,59
"043025919";"CONTATO@BISCOITOCERES.COM";3;3.130,00
"043025919";"SIM@HOTMAIL.COM";14;13.380,52
"043025919";"SIMSUPERMERCADOSLIVECOM";5;3.809,12
"043025919";"adrianocoxi@hotmailcom";9;1.750,00
"043025919";"balcao_@hotmail.com";1;1.051,20
"043025919";"balcaosupr@hotmail.com";11;10.149,90
"043025919";"daniel360graus@hotmail.com";26;9.148,26
"043025919";"faturamentomelo@hotmail.com";10;5.696,75
"043025919";"josenildojdesousa@hotmail.com";6;2.685,50
"043025919";"organizacaoirmaobrasiliano@hotmail.com";2;6.300,00
"043025919";"simsupermercado@live.com";9;20.372,66
"043025919";"simsupermercadolave@hotmail.com";1;570,00
"043025919";"simsupermercados@lavihotmail.com";97;158.244,36
"043025919";"simsupermercados@lise.com";3;2.014,85
"043025919";"simsupermercados@live.com";188;142.777,26
"043025919";"simsupermercados@live.com.br";47;11.143,66
"043025919";"supermercadocebola@gmail.com";3;3.120,00
"043029078";"ROBERTOCALIXTO1968@GMAIL.COM";1;1.200,00
"043029078";"robertocalixto1968@gmail.com";1;70.800,00
"043029078";"tritondistribuidora2017@Gmail.com";235;893.024,13
"043228941";"@";9;752.321,42
"043228941";"advogatusmaia@hotmail.com;mdposto@hotmail.com";2;10.692,24
"043228941";"aft@alda.ind.br";31;2.044.316,59
"043228941";"davicampos2wddistribuidora.com";18;1.134.623,57
"043228941";"davicampos2wddistribuidora.com;faturamento@svtransportesme.c";3;152.430,92
"043228941";"davicampos2wddistribuidora.com;transportadoraotaner@hotmail.";5;418.190,27
"043228941";"davicampos@wddistribuidora.com";24;587.995,57
"043228941";"erickcordeiro@wddistribuidora.com";6;25.516,25
"043228941";"ericoliveira@wddistribuidora.com; davicampos@wddistribuidora";14;644.860,45
"043228941";"pedrojr@wddistribuidora.com";22;526.895,46
"043228941";"suporte1@consultoriagenesis.com.br";115;2.888.500,73
"043228941";"thaleswd.financeiro@gmail.com";9;2.385,00
"043525482";"REBEKA_MACHADO@HOTMAIL.COM";7;8.629,42
"043525482";"rebeka_machado@hotmail.com";28;20.725,42
"043525482";"rebekampaixao@gmail.com";29;23.509,68
"043525482";"rebekampaixao@hotmail.com";3;9.619,84
"043525482";"rebekampaixao@hotmail.com;cte@sao.jamef.com.br";5;28.054,79
"043565786";"georgejose62@hotmail.com";3;196.232,46
"043757502";"0";1;1.960,50
"043757502";"CISONESILVA@HOTMAIL.COM";1;17.107,00
"043757502";"E-MAIL NAO CADASTRADO";1;12.527,66
"043757502";"celiasantanalrnc8@gmail.com";2;10.387,71
"043757502";"cisonesilva@hotmail.com";25;244.094,60
"043757502";"cisonesilva@hotmail.com;nfe@braspress.com.br";1;12.723,17
"043757502";"ricardoricardo@oi.com.br";1;300,00
"043757502";"uiara_cautta@hotmail.com";7;23.529,88
"043889255";"myllysdaboavista@outlook.com";3;4.931,52
"043967906";"lapinhafesta@hotmail.com";5;5.949,57
"043967906";"lapinhafesta_jailda@hotmail.com";28;17.900,19
"044415320";"AST.XML@LUFTLOGISTICS.COM;NFE@DROGARIASBIGBEN.COM.BR";2;31.338,69
"044415320";"CAR";3;327.893,30
"044415320";"CARLOS.SILVA@DROGARIASBIGBEN.COM.BR";5;434.029,51
"044415320";"CONTABILIDADE@DROGARIASBIGBEN.COM.BR";1;3.962,88
"044415320";"NALZELI.PEREIRA@DROGARIASBIGBE";7;90.398,78
"044415320";"NFE@DROGARIASBIGBEN.COM.BR";1;26.361,90
"044415320";"NSE@DROGARIASBIGBEN.COM.BR";7;107.141,37
"044415320";"RMS@FARMACIASGUARARAPES.COM.BR;logistica@mirelitransporte.co";17;1.225.034,67
"044415320";"SWAMY.MARCAL@DROGARIASBIGBEN.COM.BR";3;31.572,00
"044415320";"agendamento@farmaciasguararapes.com.br;emerson.cardoso@intec";1;7.082,39
"044415320";"almofarifadoguara@drogariasbigben.com.br";1;831,70
"044415320";"alvaro.kahwage@drogariasbigben.com.br";1;0,00
"044415320";"amigo.alergico@drogariasbigben.com.br";3;15.178,11
"044415320";"anderson.silva1@bayer.com";26;1.314.603,50
"044415320";"cadastro@drogariasbigben.com.br";2;11.847,59
"044415320";"carlos.silva@drogariasbigben.com.br";27;880.508,52
"044415320";"celula.vermelha@luftlogistics.com";1;13.079,07
"044415320";"cicero.batista@drogariasbigben.com.br";4;128.036,99
"044415320";"cicero.batista@drogariasbigben.com.br;marciacrizol@sao.jamef";1;60.302,56
"044415320";"claudio.rodrigues@drogariasbigben.com.br";4;15.011,95
"044415320";"comercial.pa@graficasantamarta.com.br";4;38.447,03
"044415320";"contabilidade@drogariabigbenn.com.br";2;1.150,20
"044415320";"contabilidade@drogariasbigben.com.br";5;52.334,63
"044415320";"desup@drogariasbigben.com.br;atlasnfe@atlastranslog.com.br";2;92.448,90
"044415320";"eduardo.ribeiro@drogariasbigben.com.br";11;11.797,30
"044415320";"evanita.souza@gmail.com";2;16.516,48
"044415320";"evonita.souza@drogariasbigben.com.br";5;62.332,90
"044415320";"fernanda.correia@drogariasbigben.com.br";16;4.151,50
"044415320";"fernando.gualberto@drogariasbigben.com.br";3;47.079,54
"044415320";"geral@drogariasbigben.com.br;comercial.go@jeologtransportes.";1;5.830,47
"044415320";"geral@drogariasbigben.com.br;goiania@tecmartransortes.com.br";1;8.378,85
"044415320";"geral@drogariasbigben.com.br;goiania@tecmartransportes.com.b";1;11.671,30
"044415320";"geral@drogariasbigben.com.br;victor@boratransportes.com.br,";1;1.877,60
"044415320";"gral@drogariasbigben.com.br";5;91.935,60
"044415320";"hellen.silva@drogariasbigben.com.br";5;41.606,96
"044415320";"kathleen.blanco@drogariasbigben.com.br";1;6.196,00
"044415320";"laplatarepresentacoes@gmail.com,amigo.alergico@drogariasbigb";1;4.622,93
"044415320";"leonice.rocha@drogariasbigben.com.br";1;16.600,00
"044415320";"luiz.rogerio@drogariasbigben.com.br";32;22.782,92
"044415320";"luzenir.mesquita@drogariasbigbem.com.br";2;1.380,00
"044415320";"luzenir.mesquita@drogariasbigben.com.br";88;71.783,41
"044415320";"nef@drogariasbigben.com.br";2;104.215,52
"044415320";"nfe@bigben.com.br;nfe@bigbenn.com.br";1;2.367,36
"044415320";"nfe@drogariabigben.com.br";1;3.772,73
"044415320";"nfe@drogariasbigben.com.br";167;7.260.138,60
"044415320";"nfe@drogariasbigben.com.br ; logistica.2@bago.com.br;brlogis";1;40.943,97
"044415320";"nfe@drogariasbigben.com.br;editransportes@luftlogistics.com";3;208.545,27
"044415320";"nfe@drogariasbigben.com.br;nfe@profarma.com.br";54;2.631.305,35
"044415320";"nfe@drogariasbigben.com.br;nfe@profarma.com.br;JOSECARLOS@JE";1;14.790,72
"044415320";"nfe@drogariasbigben.com.br;nfe@profarma.com.br;cte.nfe@quick";6;474.692,01
"044415320";"nfe@drogariasbigbenn.com.br";6;486.330,41
"044415320";"nfe@drogariassbigben.com.br";1;14.562,48
"044415320";"nfe@grogariasbigben.com.br;gerencia.sp@transcompras.com.b";1;28.821,56
"044415320";"nfebigben.lojas@gmail.com";11083;6.984.128,85
"044415320";"nfebigben.lojas@gmail.com;contabilidade@drogariasbigben.com.";12;747.065,60
"044415320";"rms@farmaciasguararapes.com.br";26;801.893,00
"044415320";"swamy.marcal@drogariasbigben.com.br";47;803.697,76
"044415320";"swamy.marcal@drogariasbigbenn.com.br";3;50.005,38
"044415320";"swamymarcal@drogariasbigben.com.br";5;75.351,34
"044415320";"valmir.filho@drogariasbigben.com.br";4;19.567,68
